RadioFreq,Sex,SexBin,event,RadioDays,enter,exit,Year,STUDYAREA,StudyAreaBin,Initial Fate,Final cause,PRECIP,PREVPRECIP,LIONREMOV,Lion Difference,air_coyote_density,ground_coyote_density,TotalCRD,Trap_Site,Calc_age,Capture_Date,Date_Fate,Est_Birth_Date,start of season,Trap_Site,KM_Fate,Personnel,Trap_Longitude,Trap_Latitude,Elevation,Fate_Longitude,Fate_Latitude,,,,,,,,,,,,,,,,s02
153.49,F,0,0,162,3.9,165.9,2001,56,1,shedcoll,.,2.83,3.01,2.2,0,0,0,0,ASPEN MTN,3.9,6/6/2001,11/15/2001,6/2/2001,5/19/2001,ASPEN MTN,1,"COMPTON,MUIR,SCHWART",347702,4680869,,347554,4679788,,,,,,,,,,,,,,,,
153.799,M,1,0,173,11.55,184.55,2001,56,1,shedcoll,.,2.83,3.01,2.2,0,0,0,0,HEYDLAUFF CYN,11.55,6/10/2001,11/30/2001,5/29/2001,5/19/2001,HEYDLAUFF CYN,1,,342891,4686983,6280,347850,4656585,,,,,,,,,,,,,,,,
153.113,F,0,0,172,6.45,178.45,2001,73A,0,shedcoll,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,SAND HOLLOW,6.45,6/11/2001,11/30/2001,6/4/2001,5/19/2001,SAND HOLLOW,1,"JULES,HURLEY",355714,4708997,5660,355996,4708668,,,,,,,,,,,,,,,,
153.132,M,1,0,176,3.9,179.9,2001,73A,0,shedcoll,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,SAND HOLLOW,3.9,6/7/2001,11/30/2001,6/3/2001,5/19/2001,SAND HOLLOW,1,"MUIR,SCHWARTZ,HICKEY",354849,4709600,5320,355593,4709389,,,,,,,,,,,,,,,,
153.42,M,1,0,150,14.1,164.1,2001,73A,0,shedcoll,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,N. BULL CANYON,14.1,6/13/2001,11/10/2001,5/29/2001,5/19/2001,N. BULL CANYON,1,"MEINTS,PAUL S.,HURLE",362313,4696107,,352200,4700807,,,,,,,,,,,,,,,,
153.44,M,1,0,170,6.45,176.45,2001,73A,0,Radiofai,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,LAKE CANYON,6.45,6/13/2001,11/30/2001,6/6/2001,5/19/2001,LAKE CANYON,1,HOLLIE,366672,4696834,6040,,,,,,,,,,,,,,,,,,
153.45,M,1,0,178,1.35,179.35,2001,73A,0,shedcoll,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,BUCK CANYON,1.35,6/5/2001,11/30/2001,6/3/2001,5/19/2001,BUCK CANYON,1,"JUZA,BARBER",0,0,,347554,4714018,,,,,,,,,,,,,,,,
153.46,F,0,0,177,3.9,180.9,2001,73A,0,Radiofai,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,BUCK CANYON,3.9,6/6/2001,11/30/2001,6/2/2001,5/19/2001,BUCK CANYON,1,"JUZA,BARBER",0,0,,0,0,,,,,,,,,,,,,,,,
153.47,M,1,0,176,11.55,187.55,2001,73A,0,Radiofai,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,EAST FORK,11.55,6/7/2001,11/30/2001,5/26/2001,5/19/2001,EAST FORK,1,"JUZA,BARBER",0,0,,0,0,,,,,,,,,,,,,,,,
153.518,M,1,0,181,1.35,182.35,2001,73A,0,shedcoll,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,SAGEHEN SPRINGS,1.35,6/2/2001,11/30/2001,5/31/2001,5/19/2001,SAGEHEN SPRINGS,1,"HURLEY,JULES",357506,4687940,6400,364853,4649281,,,,,,,,,,,,,,,,
153.536,F,0,0,179,6.45,185.45,2001,73A,0,Radiofai,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,SAGEHEN SPRINGS,6.45,6/4/2001,11/30/2001,5/28/2001,5/19/2001,SAGEHEN SPRINGS,1,"HOLLIE,MEINTS",357274,4688097,6600,0,0,,,,,,,,,,,,,,,,
153.559,M,1,0,181,3.9,184.9,2001,73A,0,shedcoll,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,SAGEHEN SPRINGS,3.9,6/2/2001,11/30/2001,5/29/2001,5/19/2001,SAGEHEN SPRINGS,1,"HURLEY, JULES",357506,4687940,6400,365351,4648938,,,,,,,,,,,,,,,,
153.572,M,1,0,98,11.55,109.55,2001,73A,0,Radiofai,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,SAGEHEN SPRINGS,11.55,6/9/2001,9/15/2001,5/28/2001,5/19/2001,SAGEHEN SPRINGS,1,"MUIR,SEGLUND",356648,4689536,6880,0,0,,,,,,,,,,,,,,,,
153.61,F,0,0,176,3.9,179.9,2001,73A,0,shedcoll,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,BAKER CANYON,3.9,6/7/2001,11/30/2001,6/3/2001,5/19/2001,BAKER CANYON,1,"HURLEY, ANDERSON",363950,4693323,,352765,4648853,,,,,,,,,,,,,,,,
153.64,F,0,0,178,3.9,181.9,2001,73A,0,shedcoll,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,BAKER CANYON,3.9,6/5/2001,11/30/2001,6/1/2001,5/19/2001,BAKER CANYON,1,HURLEY,363748,4695417,6840,356245,4702554,,,,,,,,,,,,,,,,
153.698,F,0,0,178,1.35,179.35,2001,73A,0,Radiofai,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,BAKER CANYON,1.35,6/5/2001,11/30/2001,6/3/2001,5/19/2001,BAKER CANYON,1,"HURLEY, HOLLIE",363748,4695417,6840,0,0,,,,,,,,,,,,,,,,
153.74,M,1,0,113,3.9,116.9,2001,73A,0,shedcoll,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,CEMETERY RD,3.9,6/5/2001,9/26/2001,6/1/2001,5/19/2001,CEMETERY RD,1,"HENDRICKS,COMPTON",368121,4701000,,366742,4694295,,,,,,,,,,,,,,,,
153.76,M,1,0,116,9,125,2001,73A,0,LostCont,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,LAKE CANYON,9,6/4/2001,9/28/2001,5/26/2001,5/19/2001,LAKE CANYON,1,"HURLEY,JULES",365211,4696189,6400,367174,4694838,,,,,,,,,,,,,,,,
153.77,F,0,0,178,11.55,189.55,2001,73A,0,Radiofai,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,BAKER CANYON,11.55,6/5/2001,11/30/2001,5/24/2001,5/19/2001,BAKER CANYON,1,"SEGLUND,HURLEY",364973,4695906,6520,0,0,,,,,,,,,,,,,,,,
153.78,F,0,0,154,6.45,160.45,2001,73A,0,shedcoll,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,SAGEHEN SPRINGS,6.45,6/9/2001,11/10/2001,6/2/2001,5/19/2001,SAGEHEN SPRINGS,1,"HURLEY,HICKEY,KEN",356380,4689469,,340944,4668974,,,,,,,,,,,,,,,,
153.79,M,1,0,174,9,183,2001,73A,0,Radiofai,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,SAGEHEN SPRINGS,9,6/9/2001,11/30/2001,5/31/2001,5/19/2001,SAGEHEN SPRINGS,1,"HURLEY, HOLLIE",356648,4689536,6880,0,0,,,,,,,,,,,,,,,,
153.81,F,0,0,177,6.45,183.45,2001,73A,0,shedcoll,.,2.83,3.01,4.43,2.23,54.078,23.94,78.01,N. BULL CANYON,6.45,6/6/2001,11/30/2001,5/30/2001,5/19/2001,N. BULL CANYON,1,SCOTT,361977,4694696,,353827,4701697,,,,,,,,,,,,,,,,
153,M,1,0,179,1.35,180.35,2002,56,1,Alive,.,2.65,4.52,1.32,0,0,0,0,VAN/SHIRLEY DIVIDE,1.35,6/4/2002,11/30/2002,6/2/2002,5/19/2002,VAN/SHIRLEY DIVIDE,9,"Gunnell,Jared,Chris",328607,4692003,,0,0,,,,,,,,,,,,,,,,Y
153.02,M,1,0,179,1.35,180.35,2002,56,1,Alive,.,2.65,4.52,1.32,0,0,0,0,VAN/SHIRLEY DIVIDE,1.35,6/4/2002,11/30/2002,6/2/2002,5/19/2002,VAN/SHIRLEY DIVIDE,9,"Gunnell,Jared,Chris",328607,4692003,,0,0,,,,,,,,,,,,,,,,Y
153.049,F,0,0,184,3.9,187.9,2002,56,1,Unknown,.,2.65,4.52,1.32,0,0,0,0,VAN KAMP,3.9,5/30/2002,11/30/2002,5/26/2002,5/19/2002,VAN KAMP,0,Hurley,330802,4689216,5660,330195,4688721,,,,,,,,,,,,,,,,Y
153.08,M,1,0,177,0,177,2002,56,1,Alive,.,2.65,4.52,1.32,0,0,0,0,VAN KAMP,0,6/6/2002,11/30/2002,6/6/2002,5/19/2002,VAN KAMP,9,Gunnell,328470,4690264,,0,0,,,,,,,,,,,,,,,,Y
153.12,F,0,0,180,0,180,2002,56,1,Alive,.,2.65,4.52,1.32,0,0,0,0,VAN/SHIRLEY DIVIDE,0,6/3/2002,11/30/2002,6/3/2002,5/19/2002,VAN/SHIRLEY DIVIDE,9,"Gunnell,Jared,Chris",328749,4692054,,0,0,,,,,,,,,,,,,,,,Y
153.13,M,1,0,177,0,177,2002,56,1,Unknown,.,2.65,4.52,1.32,0,0,0,0,VAN KAMP,0,6/6/2002,11/30/2002,6/6/2002,5/19/2002,VAN KAMP,0,Gunnell,328470,4690264,,329264,4691608,,,,,,,,,,,,,,,,Y
153.15,F,0,0,177,11.55,188.55,2002,56,1,Alive,.,2.65,4.52,1.32,0,0,0,0,VAN KAMP,11.55,6/6/2002,11/30/2002,5/25/2002,5/19/2002,VAN KAMP,9,Gunnell,328731,4690435,,0,0,,,,,,,,,,,,,,,,Y
153.22,F,0,0,164,14.1,178.1,2002,56,1,Alive,.,2.65,4.52,1.32,0,0,0,0,PINE CANYON,14.1,6/19/2002,11/30/2002,6/4/2002,5/19/2002,PINE CANYON,9,"Porter,Muir,Gunnell",328386,4696753,,0,0,,,,,,,,,,,,,,,,Y
153.24,M,1,0,179,3.9,182.9,2002,56,1,Alive,.,2.65,4.52,1.32,0,0,0,0,S. OF WARD CYN,3.9,6/4/2002,11/30/2002,5/31/2002,5/19/2002,S. OF WARD CYN,9,"Olson,Morris",335560,4692047,,0,0,,,,,,,,,,,,,,,,Y
153.25,M,1,0,179,3.9,182.9,2002,56,1,Alive,.,2.65,4.52,1.32,0,0,0,0,S. OF WARD CYN,3.9,6/4/2002,11/30/2002,5/31/2002,5/19/2002,S. OF WARD CYN,9,"Olson,Morris",335560,4692047,,0,0,,,,,,,,,,,,,,,,Y
153.38,F,0,0,179,0,179,2002,56,1,Alive,.,2.65,4.52,1.32,0,0,0,0,SUBLETT TROUGHS,0,6/4/2002,11/30/2002,6/4/2002,5/19/2002,SUBLETT TROUGHS,9,"Hurley,Jules",344836,4681405,,0,0,,,,,,,,,,,,,,,,Y
153.45,M,1,0,180,3.9,183.9,2002,56,1,Alive,.,2.65,4.52,1.32,0,0,0,0,SIDE CANYON,3.9,6/3/2002,11/30/2002,5/30/2002,5/19/2002,SIDE CANYON,9,"Juza, Crawford",342623,4694368,,0,0,,,,,,,,,,,,,,,,Y
153.64,M,1,0,177,1.35,178.35,2002,56,1,Alive,.,2.65,4.52,1.32,0,0,0,0,ASPEN MTN,1.35,6/6/2002,11/30/2002,6/4/2002,5/19/2002,ASPEN MTN,9,"Scott,Crawford,Compt",364097,4693811,,0,0,,,,,,,,,,,,,,,,Y
153.719,M,1,0,166,9,175,2002,56,1,Alive,.,2.65,4.52,1.32,0,0,0,0,SUBLETT TROUGHS,9,6/17/2002,11/30/2002,6/8/2002,5/19/2002,SUBLETT TROUGHS,9,"Muir, Hurley",343352,4681367,,0,0,,,,,,,,,,,,,,,,Y
153.42,M,1,0,171,3.9,174.9,2002,73A,0,shedcoll,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,DEEP CRK PEAK,3.9,6/12/2002,11/30/2002,6/8/2002,5/19/2002,DEEP CRK PEAK,1,"Carl,Brad,Scott",366747,4701441,,0,0,,,,,,,,,,,,,,,,Y
153.49,F,0,0,174,9,183,2002,73A,0,Alive,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,N. STEWART CYN,9,6/9/2002,11/30/2002,5/31/2002,5/19/2002,N. STEWART CYN,9,"Muir, Hickey",0,0,,0,0,,,,,,,,,,,,,,,,Y
153.73,M,1,0,170,1.35,171.35,2002,73A,0,Alive,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,BAKER CANYON,1.35,6/13/2002,11/30/2002,6/11/2002,5/19/2002,BAKER CANYON,9,"Scott,Hurley,Juza",364108,4693656,,0,0,,,,,,,,,,,,,,,,Y
153.75,F,0,0,178,0,178,2002,73A,0,shedcoll,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,N. BULL CANYON,0,6/5/2002,11/30/2002,6/5/2002,5/19/2002,N. BULL CANYON,1,"Berkley,Compton",361917,4694700,,0,0,,,,,,,,,,,,,,,,Y
153.76,M,1,0,170,1.35,171.35,2002,73A,0,Alive,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,BAKER CANYON,1.35,6/13/2002,11/30/2002,6/11/2002,5/19/2002,BAKER CANYON,9,"Scott,Hurley,Mull,Lu",364108,4693656,,0,0,,,,,,,,,,,,,,,,Y
153.78,F,0,0,178,1.35,179.35,2002,73A,0,Alive,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,N. BULL CANYON,1.35,6/5/2002,11/30/2002,6/3/2002,5/19/2002,N. BULL CANYON,9,"Juza, Scott",361917,4694700,,0,0,,,,,,,,,,,,,,,,Y
153.79,M,1,0,170,0,170,2002,73A,0,Alive,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,BAKER CANYON,0,6/13/2002,11/30/2002,6/13/2002,5/19/2002,BAKER CANYON,9,"Hurley,Juza,Scott",364436,4692911,,0,0,,,,,,,,,,,,,,,,Y
153.8,M,1,0,179,6.45,185.45,2002,73A,0,Alive,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,SAGEHEN SPRINGS,6.45,6/4/2002,11/30/2002,5/28/2002,5/19/2002,SAGEHEN SPRINGS,9,"Arms, Hollie,Daryl",356416,4689131,,0,0,,,,,,,,,,,,,,,,Y
153.81,F,0,0,110,3.9,113.9,2002,73A,0,Radiofai,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,BAKER CANYON,3.9,6/5/2002,9/23/2002,6/1/2002,5/19/2002,BAKER CANYON,1,"Muir,Berkley,Eric",365843,4693940,,364778,4695646,,,,,,,,,,,,,,,,Y
153.819,M,1,0,175,6.45,181.45,2002,73A,0,Alive,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,SAGEHEN SPRINGS,6.45,6/8/2002,11/30/2002,6/1/2002,5/19/2002,SAGEHEN SPRINGS,9,"Jules,Hurley,Hickey",357607,4683502,,0,0,,,,,,,,,,,,,,,,Y
153.83,M,1,0,175,6.45,181.45,2002,73A,0,Alive,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,SAGEHEN SPRINGS,6.45,6/8/2002,11/30/2002,6/1/2002,5/19/2002,SAGEHEN SPRINGS,9,"Hickey,Hurley,Jules",357607,4683502,,0,0,,,,,,,,,,,,,,,,Y
153.84,M,1,0,174,9,183,2002,73A,0,shedcoll,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,N. BULL CANYON,9,6/9/2002,11/30/2002,5/31/2002,5/19/2002,N. BULL CANYON,1,"Hurley,Hollie,Jules",362864,4698574,,0,0,,,,,,,,,,,,,,,,Y
153.851,F,0,0,177,6.45,183.45,2002,73A,0,Alive,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,SAGEHEN SPRINGS,6.45,6/6/2002,11/30/2002,5/30/2002,5/19/2002,SAGEHEN SPRINGS,9,"Hurley,Hollie,Daryl",357327,4688302,,0,0,,,,,,,,,,,,,,,,Y
153.86,F,0,0,174,9,183,2002,73A,0,shedcoll,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,N. BULL CANYON,9,6/9/2002,11/30/2002,5/31/2002,5/19/2002,N. BULL CANYON,1,"Scott,Hurley",362624,4698894,,0,0,,,,,,,,,,,,,,,,Y
153.89,F,0,0,179,3.9,182.9,2002,73A,0,shedcoll,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,SAGEHEN SPRINGS,3.9,6/4/2002,11/30/2002,5/31/2002,5/19/2002,SAGEHEN SPRINGS,1,"Daryl,Arms,Hollie",358260,4689699,,0,0,,,,,,,,,,,,,,,,Y
153.897,M,1,0,171,11.55,182.55,2002,73A,0,shedcoll,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,LAKE CANYON,11.55,6/12/2002,11/30/2002,5/31/2002,5/19/2002,LAKE CANYON,1,Muir et. Al,365802,4695857,,0,0,,,,,,,,,,,,,,,,Y
153.91,M,1,0,178,1.35,179.35,2002,73A,0,Alive,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,BAKER CANYON,1.35,6/5/2002,11/30/2002,6/3/2002,5/19/2002,BAKER CANYON,9,"Hurley,Jules,Eric",364082,4693641,,0,0,,,,,,,,,,,,,,,,Y
153.92,M,1,0,175,6.45,181.45,2002,73A,0,Alive,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,SAGEHEN SPRINGS,6.45,6/8/2002,11/30/2002,6/1/2002,5/19/2002,SAGEHEN SPRINGS,9,"Hurley,Jules,Hickey",356367,4689411,,0,0,,,,,,,,,,,,,,,,Y
153.93,M,1,0,178,1.35,179.35,2002,73A,0,shedcoll,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,N. BULL CANYON,1.35,6/5/2002,11/30/2002,6/3/2002,5/19/2002,N. BULL CANYON,1,"Scott, Compton",362052,4697028,,0,0,,,,,,,,,,,,,,,,Y
153.94,M,1,0,178,1.35,179.35,2002,73A,0,Alive,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,BAKER CANYON,1.35,6/5/2002,11/30/2002,6/3/2002,5/19/2002,BAKER CANYON,9,"Scott,Jules,Arms",364020,4692944,,0,0,,,,,,,,,,,,,,,,Y
153.959,F,0,0,174,9,183,2002,73A,0,Alive,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,BULL CANYON,9,6/9/2002,11/30/2002,5/31/2002,5/19/2002,BULL CANYON,9,"Scott,Hurley,Jules",362373,4695641,,0,0,,,,,,,,,,,,,,,,Y
153.97,M,1,0,178,3.9,181.9,2002,73A,0,shedcoll,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,BAKER CANYON,3.9,6/5/2002,11/30/2002,6/1/2002,5/19/2002,BAKER CANYON,1,"Hurley,Eric,Jules",364097,4693811,,0,0,,,,,,,,,,,,,,,,Y
153.98,F,0,0,178,3.9,181.9,2002,73A,0,Alive,.,2.65,4.52,2.66,1.34,101.95,23.94,125.88,BAKER CANYON,3.9,6/5/2002,11/30/2002,6/1/2002,5/19/2002,BAKER CANYON,9,"Hurley,Jules,Eric",364097,4693811,,0,0,,,,,,,,,,,,,,,,Y
153.18,M,1,1,6,0,6,1999,56,1,ProbableBobcat,Bobcat,3.91,4.81,2.64,0,0,0,0,FLINT CANYON,0,6/11/1999,6/17/1999,6/11/1999,5/19/1999,FLINT CANYON,0,"NICKISCH, TSCOTT",0,0,,339632,4701769,,,,,,,,,,,,,,,,
153.04,F,0,1,75,3.9,78.9,2000,56,1,BobcatPr,Bobcat,1.02,3,1.76,0,0,0,0,VAN KAMP CRK,3.9,6/6/2000,8/20/2000,6/2/2000,5/19/2000,VAN KAMP CRK,0,"TODD,SMITH",0,0,,330808,4688903,,,,,,,,,,,,,,,,
153.38,F,0,1,52,3.9,55.9,2000,73A,0,BobcatPr,Bobcat,1.02,3,8.87,7.11,79.78,14.18,93.97,BAKER CANYON,3.9,6/3/2000,7/25/2000,5/30/2000,5/19/2000,BAKER CANYON,0,"HURLEY,MUIR",363887,4694418,6800,363961,4694693,,,,,,,,,,,,,,,,
153.64,F,0,1,20,3.9,23.9,2000,73A,0,ProbableBobcat,Bobcat,1.02,3,8.87,7.11,79.78,14.18,93.97,BROADMOUTH CYN,3.9,6/11/2000,7/1/2000,6/7/2000,5/19/2000,BROADMOUTH CYN,0,"JUZA,SCOTT",352448,4722700,,352358,4722454,,,,,,,,,,,,,,,,
153.19,M,1,1,81,9,90,2001,56,1,BobcatPr,Bobcat,2.83,3.01,2.2,0,0,0,0,VAN KAMP CRK,9,6/6/2001,8/26/2001,5/28/2001,5/19/2001,VAN KAMP CRK,0,"GUNNELL, ELAM",330589,4689132,,331247,4689050,,,,,,,,,,,,,,,,
153.73,M,1,1,18,1.35,19.35,2001,56,1,BobcatPr,Bobcat,2.83,3.01,2.2,0,0,0,0,S. OF SIDE CYN,1.35,6/10/2001,6/28/2001,6/8/2001,5/19/2001,S. OF SIDE CYN,0,"HICKEY,JUZA",0,0,,343342,4694907,,,,,,,,,,,,,,,,
153.58,F,0,1,20,3.9,23.9,2001,73A,0,BobcatPr,Bobcat,2.83,3.01,4.43,2.23,54.078,23.94,78.01,BAKER CANYON,3.9,6/7/2001,6/27/2001,6/3/2001,5/19/2001,BAKER CANYON,0,"HURLEY,ANDERSON",363950,4693323,,363885,4693074,,,,,,,,,,,,,,,,
153.878,M,1,1,39,3.9,42.9,2002,73A,0,BobcatPr,Bobcat,2.65,4.52,2.66,1.34,101.95,23.94,125.88,SAGEHEN SPRINGS,3.9,6/13/2002,7/22/2002,6/9/2002,5/19/2002,SAGEHEN SPRINGS,0,"Muir,Hickey",0,0,,356467,4689718,,,,,,,,,,,,,,,,Y
153.1,M,1,1,85,1.35,86.35,1999,56,1,CoyotePr,Coyote,3.91,4.81,2.64,0,0,0,0,PINE CANYON,1.35,6/9/1999,9/2/1999,6/7/1999,5/19/1999,PINE CANYON,0,ELAM,0,0,,328337,4695221,,,,,,,,,,,,,,,,
153.19,M,1,1,62,9,71,1999,56,1,ProbableCoyote,Coyote,3.91,4.81,2.64,0,0,0,0,VAN CAMP CRK,9,6/5/1999,8/6/1999,5/27/1999,5/19/1999,VAN CAMP CRK,0,"KFRANK, FPARTRIDGE",0,0,,327015,4692599,,,,,,,,,,,,,,,,
153.23,F,0,1,53,3.9,56.9,1999,56,1,CoyotePr,Coyote,3.91,4.81,2.64,0,0,0,0,HARTLEY CANYON,3.9,6/5/1999,7/28/1999,6/1/1999,5/19/1999,HARTLEY CANYON,0,"JUZA, GUNNELL",341695,4699874,5760,0,0,,,,,,,,,,,,,,,,
153.26,F,0,1,24,3.9,27.9,1999,56,1,CoyotePr,Coyote,3.91,4.81,2.64,0,0,0,0,SIDE CANYON,3.9,6/3/1999,6/27/1999,5/30/1999,5/19/1999,SIDE CANYON,0,"SCOTT, UNSWOR, ANDER",348768,4696768,5180,0,0,,,,,,,,,,,,,,,,
153.5,F,0,1,24,3.9,27.9,1999,56,1,CoyotePr,Coyote,3.91,4.81,2.64,0,0,0,0,SIDE CANYON,3.9,6/3/1999,6/27/1999,5/30/1999,5/19/1999,SIDE CANYON,0,"SCOTT,UNSWOR,ANDER",348768,4696768,5180,0,0,,,,,,,,,,,,,,,,
153.63,M,1,1,12,3.9,15.9,1999,73A,0,ProbableCoyote,Coyote,3.91,4.81,14.18,11.54,63.829,14.18,78.01,NICKISCH DRAW?,3.9,6/9/1999,6/21/1999,6/5/1999,5/19/1999,BAKER CANYON,0,"ASEGLUND, MCOMMARS",364919,4693423,,364275,4693287,,,,,,,,,,,,,,,,
153.05,F,0,1,94,1.35,95.35,2000,56,1,CoyotePr,Coyote,1.02,3,1.76,0,0,0,0,ELBOW CYN,1.35,6/10/2000,9/12/2000,6/8/2000,5/19/2000,HEYDLAUFF CYN,0,"PORTER,THOMAS",341355,4687015,6640,344462,4688583,,,,,,,,,,,,,,,,
153.14,M,1,1,83,3.9,86.9,2000,56,1,CoyotePr,Coyote,1.02,3,1.76,0,0,0,0,SHIRLEY CRK,3.9,6/6/2000,8/28/2000,6/2/2000,5/19/2000,SHIRLEY CRK,0,"NIELSON,ELAM",0,0,,325391,4691971,,,,,,,,,,,,,,,,
153.54,F,0,1,18,3.9,21.9,2000,56,1,CoyotePr,Coyote,1.02,3,1.76,0,0,0,0,HEYDLAUFF CYN,3.9,6/7/2000,6/25/2000,6/3/2000,5/19/2000,HEYDLAUFF CYN,0,"HOLLIE,MUIR,SEGLUND",342776,4686828,,340623,4687231,,,,,,,,,,,,,,,,
153.59,M,1,1,75,1.35,76.35,2000,56,1,CoyotePr,Coyote,1.02,3,1.76,0,0,0,0,SIDE CANYON,1.35,6/8/2000,8/22/2000,6/6/2000,5/19/2000,SIDE CANYON,0,"HURLEY,HOLLIE",0,0,,343733,4696051,,,,,,,,,,,,,,,,
153.12,F,0,1,104,9,113,2000,73A,0,ProbableCoyote,Coyote,1.02,3,8.87,7.11,79.78,14.18,93.97,SAGEHEN SPRINGS,9,6/14/2000,9/26/2000,6/5/2000,5/19/2000,SAGEHEN SPRINGS,0,"GUNNELL,HURLEY",357376,4688345,,355555,4686692,,,,,,,,,,,,,,,,
153.17,M,1,1,113,3.9,116.9,2000,73A,0,ProbableCoyote,Coyote,1.02,3,8.87,7.11,79.78,14.18,93.97,SAGEHEN SPRINGS,3.9,6/14/2000,10/5/2000,6/10/2000,5/19/2000,SAGEHEN SPRINGS,0,"HOLLY,SEGLUND,POWERS",357376,4688345,,356580,4687290,,,,,,,,,,,,,,,,
153.39,F,0,1,139,11.55,150.55,2000,73A,0,CoyotePr,Coyote,1.02,3,8.87,7.11,79.78,14.18,93.97,BAKER CANYON,11.55,6/3/2000,10/20/2000,5/22/2000,5/19/2000,BAKER CANYON,0,"HURLEY,TAYSOM",365407,4696155,6120,365448,4696307,,,,,,,,,,,,,,,,
153.47,F,0,1,109,6.45,115.45,2000,73A,0,ProbableCoyote,Coyote,1.02,3,8.87,7.11,79.78,14.18,93.97,SAGEHEN SPRINGS,6.45,6/14/2000,10/1/2000,6/7/2000,5/19/2000,SAGEHEN SPRINGS,0,"HOLLIE,HURLEY",357440,4688201,,355442,4687396,,,,,,,,,,,,,,,,
153.08,M,1,1,46,3.9,49.9,2001,56,1,CoyotePr,Coyote,2.83,3.01,2.2,0,0,0,0,VAN KAMP CRK,3.9,6/7/2001,7/23/2001,6/3/2001,5/19/2001,VAN KAMP CRK,0,"G. WRIGHT, L. AMES",330639,4690815,,330880,4691713,,,,,,,,,,,,,,,,
153.122,F,0,1,40,3.9,43.9,2001,56,1,CoyotePr,Coyote,2.83,3.01,2.2,0,0,0,0,HEYDLAUFF CYN,3.9,6/9/2001,7/19/2001,6/5/2001,5/19/2001,HEYDLAUFF CYN,0,"HURLEY,SEGLUND",343502,4687186,5850,343837,4688480,,,,,,,,,,,,,,,,
153.38,M,1,1,24,3.9,27.9,2001,56,1,ProbableCoyote,Coyote,2.83,3.01,2.2,0,0,0,0,ASPEN MTN,3.9,6/6/2001,6/30/2001,6/2/2001,5/19/2001,ASPEN MTN,0,"SCHWARTZ,MUIR,COMPT",347702,4680869,,347892,4680508,,,,,,,,,,,,,,,,
153.42,M,1,1,5,6.45,11.45,2001,56,1,CoyotePr,Coyote,2.83,3.01,2.2,0,0,0,0,ASPEN MTN,6.45,6/6/2001,6/11/2001,5/30/2001,5/19/2001,ASPEN MTN,0,"COMPTON,MUIR,SCHWART",347702,4680869,,347580,4680921,,,,,,,,,,,,,,,,
153.718,F,0,1,94,1.35,95.35,2001,56,1,Probablecoyote,Coyote,2.83,3.01,2.2,0,0,0,0,S. OF SIDE CYN,1.35,6/10/2001,9/12/2001,6/8/2001,5/19/2001,S. OF SIDE CYN,0,"HICKEY,JUZA",,,,343160,4695027,,,,,,,,,,,,,,,,
